,Datetime,Text,Username,Lokasi
228,2023-03-02 09:50:22+00:00,"75 TAHUN BRITISH COUNCIL

Salh satu program strategis yg dijalin bersama pemprov jabar adalah dalam program English for Ulama, dimana pada 2020 lalu sudah berhasil memberangkatkan ulama ke sejumlah kota besar di Inggris.

@ridwankamil @humasjabar 
#jabar #jabarjuara https://t.co/TcZoCkFYFN",PaUuRuzhanul,"Manonjaya, Tasikmalaya"
229,2023-03-02 09:46:27+00:00,"@anrasar @txtdaribandung Setuju! @ridwankamil sareng eta pak begal meuni seeur, teu beurang teu peuting begal teh aya wae jadi asa teu tenang pak",Grizzleyap,
230,2023-03-02 09:39:41+00:00,"Penyusunan teks proklamasi diawali dengan peristiwa Rengasdengklok.

Tapi sayang Rengasdengklok tidak diperhatikan oleh pemerintah pusat pak presiden @jokowi,provinsi gubernur @ridwankamil dan daerah bupati @cellicaNurrach @KemenPU @DPR_RI masyarakat harus berjibaku sendiri !! https://t.co/uDhh8HNOAu",raja_moa,Indonesia
231,2023-03-02 09:37:32+00:00,"Pendaftaran dapat dilakukan melalui Link berikut :
https://t.co/RAiP4V7819
Tidak ada pungutan biaya dalam proses pendaftaran maupun selama masa pelatihan (Pelatihan GRATIS!)

@RidwanKamil
 #JabarJuara #JabarJuaraLahirBatin #RidwanKamil #PelatihanBLKK",DisnakertransJB,"Kota Bandung, Jawa Barat"
232,2023-03-02 09:35:55+00:00,"Kejuruan yang dibuka antara lain :
1. Pengoperasian Mesin Frais (260 JP)
2. Pemeliharaan Kendaraan Ringan Sistem Injeksi (300 JP)
@ridwankamil #JabarJuara #JabarJuaraLahirBatin #RidwanKamil #PelatihanBLKK",DisnakertransJB,"Kota Bandung, Jawa Barat"
233,2023-03-02 09:35:53+00:00,"@txtdaribandung Parah bener tuh.
Pelaku harus segera ditangkap @DivHumas_Polri 
@ridwankamil",BagindoY,
234,2023-03-02 09:35:29+00:00,"Pendaftaran Pelatihan Berbasis Kompetensi sumber anggaran APBN Angkatan 2 Tahun 2023 DIBUKA !!!
@ridwankamil #JabarJuara #JabarJuaraLahirBatin #RidwanKamil #PelatihanBLKK https://t.co/eryTSMjfno",DisnakertransJB,"Kota Bandung, Jawa Barat"
235,2023-03-02 09:33:34+00:00,"@ganjarpranowo pak ganjar, sya rakyatmu yg tinggal di kabupaten bogor, andai saja di sni sma sprt di jateng pak yg tidak merespon laporan warga kursine ilang, kami sudah menyampaikan ke pak @ridwankamil keadaan jalan kami di kab bogor ( parung panjang ) mohon di perhatikan",mustica30,
236,2023-03-02 09:33:19+00:00,@Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil Pemuda harapan bangsa. 😭😭😭,matjanmi,Indonesia
237,2023-03-02 09:31:48+00:00,"Verval adalah verifikasi dan validasi metode yang merupakan langkah pertama yang memastikan bahwa metode pengujian bisa menghasilkan hasil yang valid atau tidak. Kalau sudah bisa maka metodenya bisa digunakan setiap hari deh di Lab

@ridwankamil
@humasjabar
#DKPPJabar #JabarJuara https://t.co/rEPISMusAh",dkpp_jabar,Jl. Kawaluyaan Indah Raya No.6
238,2023-03-02 09:30:44+00:00,Jabar juara pak @ridwankamil,hatetigers,
239,2023-03-02 09:29:54+00:00,"@mas_triadhianto @ridwankamil tag aja dulu, dibaca belom tentu",ejamburi,Dol Guldur
240,2023-03-02 09:26:36+00:00,"Kalo sy diamanahi sy tdk bisa, kalo kasih masukan, in sya Alloh bisa istiqomah om @ganjarpranowo @SBYudhoyono @Pak_JK @jokowi @Kiyai_MarufAmin @infoBMKG @t_djamal 

Butuh gebrakan ekstrim melibatkan wilayah om @ridwankamil n Bu @KhofifahIP",wathon_aminul,
241,2023-03-02 09:24:22+00:00,"Kasus difteri di #KabupatenGarut telah ditetapkan sebagai kejadian luar biasa (#KLB). Yuk, kenali penyakit ini agar kita semua bisa lebih waspada. Simak informasi lengkapnya dalam grafis berikut. #kesehatan #waspadadifteri #JabarJuara #RidwanKamil. Sumber: @dinkesjabar https://t.co/a8lD8FKcV1",dp3akb_jabar,Jl. Sumatera No.50 Bandung 
242,2023-03-02 09:22:20+00:00,@txtdaribandung Sarieun kieu bandung duh pa 😌 @ridwankamil,Saagreene14,
243,2023-03-02 09:20:50+00:00,CC @PemkotaBogor @ridwankamil @DediMulyadi71 @BimaAryaS,HenryJ4ck,Indonesia
244,2023-03-02 09:19:28+00:00,"Disperkim Jabar kembali melaksanakan Sosialisasi Bantuan Sosial Rumah Tinggal Layak Huni (Rutilahu) tahun 2023, yang dilaksanakan di Aula Kantor DPKP3 Kota Bandung. Kamis (02/03/23).

@ridwankamil @PaUuRuzhanul #JabarJuara https://t.co/YXQe865WcS",disperkimjabar,"Bandung, Jawa Barat"
245,2023-03-02 09:17:19+00:00,"@humasjabar @ridwankamil @ESDMJabar mun pake kendaraan listrik, jalan nu ancur loba liang nu nyilakakeun warga ge bisa dihindari ya min ?? rek ganti ah pake motor listrik beh teu cilaka ku jalan provinsi nu ancur2n https://t.co/ecY7KJTlgW",TenggaraJauh,
246,2023-03-02 09:15:00+00:00,@txtdaribogor @txtdaritng Wkwk. Akhirnya ada yg videoin jalanan setan ini. Daerah situ kalau malam gelap ga ada lampu jalanan. Bahkan dlm lubang2 yg gede itu msh ada lubang lg saking parahnya. Hal2 kayak gini ga bakalan ditemuin di postingan IG @ridwankamil,luthfanset_,
247,2023-03-02 09:10:45+00:00,"Pak Gub menambahkan bahwa menjelang Ramadhan di Area Masjid Al Jabbar, akan ditempatkan zona khusus dan di lahan milik warga yang bersedia membangun pasar yang beliau beri nama “Pasar Bazaar Al Jabbar”.

@ridwankamil @PaUuRuzhanul #JabarJuara",disperkimjabar,"Bandung, Jawa Barat"
248,2023-03-02 09:09:49+00:00,@humasjabar @ridwankamil @ESDMJabar Pake kereta listrik lebih untung,budihartanto,Indonesia
249,2023-03-02 09:08:42+00:00,@tawakkaI @txtdaribandung aku bantu tag yaa @ridwankamil,98xdyrz,kwangya
250,2023-03-02 09:08:24+00:00,"Coba kang @ridwankamil tolong sgr dilakukan PERBAIKAN JALAN,jln ini akses masyarakat mnju kegiatan ekonomi yg emng kewenangannya pny provinsi.tiap minggu ada aja kecelakaan.klo provinsi tidak mampu mmbri perhatian &amp; perbaikan serahkan ke kabupaten untuk memperbaiki dgn Apbdnya. https://t.co/pjB1S233av",TenggaraJauh,
251,2023-03-02 09:07:53+00:00,"@humasjabar @ridwankamil @ESDMJabar Lebih baik naik transportasi massal listrik min seperti bus rapid transit, angkot dan juga krl ngurangi kendaraan pribadi min",NurraudhahHuse1,
252,2023-03-02 09:00:58+00:00,"@humasjabar @ridwankamil @ESDMJabar Motor listrik bukan solusi, pembodohan ini",adenovaair,
253,2023-03-02 08:57:59+00:00,@humasjabar @ridwankamil @ESDMJabar Ganti batre nya tiap berapa tahun min? Terus harga batrenya brp?,oldman5252,in your side
254,2023-03-02 08:52:25+00:00,"Pengambilan sampel pakan ternak di kab. Bandung Barat. Sampel yang diambil berupa pakan konsentrat self mix Sapi Perah, Itik dan Sapi Potong serta sampel bahan pakan. 

Tujuannya adalah untuk untuk menguji kandungan nutrisinya

@ridwankamil @humasjabar #DKPPJabar #JabarJuara https://t.co/kqZIwvu1GZ",dkpp_jabar,Jl. Kawaluyaan Indah Raya No.6
255,2023-03-02 08:48:40+00:00,"Kegiatan aktif servis pengambilan sampel pakan/bahan pakan untuk mengetahui jenis dan kualitas pakan di Kab. Tasikmalaya

Jenis sampel yang diambil adalah pakan ruminansia, jagung dan silase. Selanjutnya sampel tersebut akan diuji di laboratorium 

@ridwankamil @humasjabar https://t.co/Dp3Y7ZRsjK",dkpp_jabar,Jl. Kawaluyaan Indah Raya No.6
256,2023-03-02 08:44:33+00:00,"@humasjabar @ridwankamil @ESDMJabar untung apaan, yang untung pengusaha, di pikir naek motor listrik di jalan barolong moal karasa bolongna kita?  lainan jauh2 nyieun transportasi umum nubmurah, kadon ieu mah nitah nambah beban mayar listrik,",zeronol0,
257,2023-03-02 08:44:08+00:00,@humasjabar @ridwankamil @ESDMJabar Motor listrik sama motor BBM sama-sama bikin tambah macet.,LikParjo,
258,2023-03-02 08:43:40+00:00,@audiraafian @humasjabar @ridwankamil @ESDMJabar tolol bgt asli,tanri24v2,"Jakarta Capital Region, Indone"
259,2023-03-02 08:41:20+00:00,@Outstandjing @ridwankamil Masih musmeureunbang,Restarea83,Indonesia
260,2023-03-02 08:38:32+00:00,"@humasjabar @ridwankamil @ESDMJabar Penyediaan tempat isi ulang atau POM khusus kendaraan listrik sudah siap dan memadai belum?

Bengkel² resminya sudah memadai kah?
Kalau rewel sewaktu-waktu bisa on time utk jemput di lokasi?

Proma-promo tanpa kesiapan di aspek² dasar yg krusial.",Arbain_Mu,Semua Tempat di Indonesia
261,2023-03-02 08:36:39+00:00,@wicak_onos @humasjabar @zenibayusukma @ridwankamil @ESDMJabar Jejak digital👍🏻👍🏻👍🏻,neshiyy,"London, UK"
262,2023-03-02 08:36:24+00:00,"@humasjabar @ridwankamil @ESDMJabar Angkutan umum nya lah min, sama aja tetap macet",lanarnh3,
263,2023-03-02 08:31:51+00:00,"@txtdaribogor @txtdaritng Nih gubernurnya @ridwankamil

Pak @jokowi dan mimin @KemenPU ayo mampir ke Kabupaten Bogor, kami butuh bantuan 😅🙏",vivas_almar,
264,2023-03-02 08:25:37+00:00,@humasjabar @ridwankamil @ESDMJabar https://t.co/SetTFXafU3,audiraafian,
265,2023-03-02 08:24:41+00:00,@humasjabar @ridwankamil @ESDMJabar Kalau macet bisa jalan ga motornya?,audiraafian,
266,2023-03-02 08:22:51+00:00,"Beras naik....beras naik
@jokowi  @susipudjiastuti  @NenkMonica  @budimandjatmiko  @mohmahfudmd  @puanmaharani_ri  @ridwankamil  
@AgusYudhoyono  @humasjabar  
@airlangga_hrt",AgusRusyana86,"Kota Bandung, Jawa Barat"
267,2023-03-02 08:20:35+00:00,@rsslf_ @humasjabar @ridwankamil @ESDMJabar Tungtaaaa atuhhh da rahayaat mahhh ukur lumbung suara lain perjuangkeuneun,dejdejana01,
268,2023-03-02 08:17:36+00:00,@endrix99 @jokowi @erickthohir @ridwankamil @endrix99 Hai Sahabat BTN mohon maaf atas ketidaknyamanannya. Kami informasikan terkait hal tersebut kami sarankan Bapak dapat membuat pengaduan melalui email di btncontactcenter@btn.co.id dan detail kronologinya. Tks^Kristin,bankbtn,Jakarta
269,2023-03-02 08:15:12+00:00,"@humasjabar @ridwankamil @ESDMJabar Bukannya promosi kendaraan umum, malah nambah macet",niifim,"Jawa Barat, Indonesia"
270,2023-03-02 08:14:41+00:00,"Tapi @ridwankamil, loe kebanyakan gimmick aja.

Macet, pembegalan dan masalah² lainnya yg urgen masih belum selesai.",Alpha_Phoenix__,"Babelan, Indonesia"
271,2023-03-02 08:13:41+00:00,@Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil Terima kasih atas perhatiannya. Saat ini unit reskrim @GedebagePolsek telah berhasil menangkap 3 pelaku dan masih mengejar 2 pelaku lainnya. Mohon doa dan dukungannya semoga semua pelaku bisa ditangkap dan diadili sesuai hukum yang berlaku.,RESTABES_BDG,Jl. Merdeka 18-20 Bdg 40117
272,2023-03-02 08:11:53+00:00,"@txtdaribandung @ridwankamil  kumaha ieu pa, kamari saur bapa angka kriminal d jawabarat rendah berati Bandung teh lain Jawa barat meuren nya??? cik atuh pa  jelma2 nu model kieu teh tong d antep wae",dadilkaos1,
273,2023-03-02 08:01:50+00:00,@gibran_tweet Liat pak keren @ridwankamil,karitulang_,"Cililin, Indonesia"
274,2023-03-02 08:00:32+00:00,@humasjabar @ridwankamil @ESDMJabar Apa?! Transportasi di jabar sangat payah sekali,udi_sapys,
275,2023-03-02 07:59:40+00:00,@ridwanhr Di Bandung gubernurnya @ridwankamil bukan Sih?  Ma'af soalnya ga tau...  Apakah Bandung Sudah tidak nyaman lagi untuk tempat Liburan?,evannn,"DKI Jakarta, Indonesia"
276,2023-03-02 07:56:41+00:00,"@CNNIndonesia kang @ridwankamil lebih cocok jadi RI 1 sih menurut saya ,indonesia membutuhkan sosok seorang teknokrat untuk memimpin bangsa ini",Jekandra,Padang/jkt
277,2023-03-02 07:55:47+00:00,@humasjabar @ridwankamil @ESDMJabar Macet2an dengan dalih go green,tomyputrap,East Bandung
278,2023-03-02 07:55:37+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/FFyEyvgSE7",royyan_drlocks,ID
279,2023-03-02 07:55:11+00:00,"@dejdejana01 @humasjabar @ridwankamil @ESDMJabar Soalna kendaraan listrik keur IN pisan ditambah tina duit ge leuwih menjanjikan, teuing tah pulitik ditukangna aya naon deui",rsslf_,Manic state
280,2023-03-02 07:54:44+00:00,@humasjabar @elkhoers_ID @ridwankamil @ESDMJabar KontoI lu gobIok,matrawi27,
281,2023-03-02 07:54:35+00:00,"Kuningkan Jabar bersama @ridwankamil 
Menangkan Indonesia.
Waktunya Presiden dari SUNDA.
Prestasi Jelas, Santun, Cerdas.
Tidak ada DP 0% Diantara kita",Rudimaryonoo,"Cibitung, Indonesia"
282,2023-03-02 07:54:34+00:00,"@humasjabar @ridwankamil @ESDMJabar Maaf pak, tapi bentuknya nggak keren buat saya 🙏",bri_antk,
283,2023-03-02 07:54:30+00:00,"@rkij_sukabumi Kuningkan Jabar bersama @ridwankamil 
Menangkan Indonesia.
Waktunya Presiden dari SUNDA.
Prestasi Jelas, Santun, Cerdas.
Tidak ada DP 0% Diantara kita",Rudimaryonoo,"Cibitung, Indonesia"
284,2023-03-02 07:54:19+00:00,@lppratama @humasjabar @ridwankamil @ESDMJabar Hahahaha nuhun,tomyputrap,East Bandung
285,2023-03-02 07:53:10+00:00,"Orang sukabumi siap ngadukung presiden pertama ti tanah Sunda.
@ridwankamil calon nu paling cocok mawa orang sunda mimpin nagara",Cecepzaenudinn,"Banjaran, Indonesia"
286,2023-03-02 07:53:06+00:00,"@rkij_sukabumi Orang sukabumi siap ngadukung presiden pertama ti tanah Sunda.
@ridwankamil calon nu paling cocok mawa orang sunda mimpin nagara",Cecepzaenudinn,"Banjaran, Indonesia"
287,2023-03-02 07:52:32+00:00,@ekokuntadhi1 @ridwankamil @jokowi @Menkeu @KPK_RI @firlibahuri,azharafreza2,
288,2023-03-02 07:51:50+00:00,"Kami siap Mendukung @ridwankamil jadi Presiden pertama orang Jawa Barat !!
Kinerja dan Prestasinya Luar biasa memimpin Jabar.
Indonesia butuh Calon Presiden yg tidak ke Kiri dan Ke Kanan.",RidwanSugarra,
289,2023-03-02 07:51:46+00:00,"@rkij_sukabumi Kami siap Mendukung @ridwankamil jadi Presiden pertama orang Jawa Barat !!
Kinerja dan Prestasinya Luar biasa memimpin Jabar.
Indonesia butuh Calon Presiden yg tidak ke Kiri dan Ke Kanan.",RidwanSugarra,
290,2023-03-02 07:50:30+00:00,"Dengan berjalannya waktu, Nama @ridwankamil akan menempati Calon Presiden dari KIB..
Indonesia Juara, suara Jabar suara Ridwan Kamil yg akan mengantarkan Golkar Full senyum di Jabar",AriefSudirrman,"Cikarang, Indonesia"
291,2023-03-02 07:50:26+00:00,"@rkij_sukabumi Dengan berjalannya waktu, Nama @ridwankamil akan menempati Calon Presiden dari KIB..
Indonesia Juara, suara Jabar suara Ridwan Kamil yg akan mengantarkan Golkar Full senyum di Jabar",AriefSudirrman,"Cikarang, Indonesia"
292,2023-03-02 07:49:17+00:00,"Calon Presiden kebanggan orang sunda. Kang emil @ridwankamil 🫡
Hasil kerja di Jabar sangat jelas terlihat",AdityaPurnawa,"Majalengka, Indonesia"
293,2023-03-02 07:49:12+00:00,"@rkij_sukabumi Calon Presiden kebanggan orang sunda. Kang emil @ridwankamil 🫡
Hasil kerja di Jabar sangat jelas terlihat",AdityaPurnawa,"Majalengka, Indonesia"
294,2023-03-02 07:46:48+00:00,@mainanuts @ridwankamil @disparbud_jabar @humas_jabar @SwjAmbassador Terima kasih sudah berwisata #dijabaraja sobat wisata😍,smilingwestjava,"Jawa Barat, Indonesia"
295,2023-03-02 07:42:58+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/cVh2UdFhvG",MrtzRizki,"Majalengka, Indonesia"
296,2023-03-02 07:42:15+00:00,Kicking off the 75th anniversary of British Council in Indonesia by visiting one of our first offices in Bandung. Thank you Governor @ridwankamil and partners for the heartwarming stories about our work over the years 🫶 @McDonaldScott_ @kreasijabar https://t.co/sJuc9KGoup,scharahap,
297,2023-03-02 07:40:58+00:00,@ridwankamil @kangyanamulyana wani gak,Adamilarif,"Kota Bandung, Jawa Barat"
298,2023-03-02 07:32:33+00:00,"@mouldie_sep Kan kalo naik kuda, PLN dapet duit lebih sedikit, dan ga bayar pajak kendaraan bermotor. Leres kang @ridwankamil ?",tanganjojo,
299,2023-03-02 07:31:14+00:00,@dul_rap @ridwankamil Hahahaha wisata kolam renang dijalan,asundes,"Minggir, Sleman"
300,2023-03-02 07:29:22+00:00,@gibran_tweet ini nyindir mesjid Al Jabbar..mhn @ridwankamil dikondisikan al jabbar nya,LeuncaBohay,
301,2023-03-02 07:25:03+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/wg0RpioVJT",AriefSuwandii,"Bandung, Jawa Barat"
302,2023-03-02 07:19:43+00:00,@mas_soem Kang @ridwankamil pagu 1T emang gak include jasa kebersihan ?,DellaPerdana2,
303,2023-03-02 07:17:18+00:00,"Kang @ridwankamil dlm urusan ini bisa bantu dorong sedikitt..

Tapi dampaknya luar biasa

1. Warga Bodebek penglaju CommuterLine merasa diperhatikan gubernurnya

2. Posisi Golkar yg tadinya antagonis malah mendadak jd pahlawan

ET yg gocek, RK yg ceplosin

https://t.co/Qvu3XEK0xr",Outstandjing,Little castle
304,2023-03-02 07:16:57+00:00,"@prihandokorudi @ridwankamil @ESDMJabar gue gabisa si, pasti mabok wkwkw",adamghifarif,Arrakis
305,2023-03-02 07:16:06+00:00,Further celebration of our 75th anniversary in #Indonesia in Bandung with special guest Governor of West Java @ridwankamil and other partners joining in and telling British Council tales. https://t.co/weZEz9Ifxn,McDonaldScott_,"London, United Kingdom"
306,2023-03-02 07:12:47+00:00,"Baladnakertrans, @BBPVP_Bandung  kembali membuka pendaftaran Program Pelatihan PBK T.A 2023 Tahap 3 lanjutan, Tahap ini kami buka untuk Non Boarding (tidak diasaramakan) . Yoo buruan rekan langsung aja daftar melalui
https://t.co/LBvA6vivfS
@kemnaker @ridwankamil
#JABARJUARA https://t.co/d4ZniIvnu9",DisnakertransJB,"Kota Bandung, Jawa Barat"
307,2023-03-02 07:12:02+00:00,"Astaga, habis liat video ada aksi bacok di Bandung. Tuh manusia kenapa bisa hidup dahhhh? Tolong deh ini walkot sa.a gubernur beneran wilayahnya. Ngeri amat sih. Bekasi juga sempet ada mayat dicor @ridwankamil",_strangebrew,Pennylane
308,2023-03-02 07:10:52+00:00,"tolong a' atasi masalah macet di jl. Kopo, leuwi panjang MACET PARAH!!! ridwankamil",gatotbraja,planet mars
309,2023-03-02 07:08:28+00:00,"@nonammee33 @abdrossid @gibran_tweet @ridwankamil Ih gampang bnget ngafirin org. Istighfar. Yang di jabar itu bermasalah soal’a jabar masih banyk masalah kayak macet, sampah, kemiskinan. Tp yg dibangun masjid. Akan lebih bermanfaat menyelesaikan masalah td ketimbang bangun masjid.",adamdamdamdam20,"Surakarta, Jawa Tengah"
310,2023-03-02 07:01:32+00:00,@edwinbazz @humasjabar @ridwankamil @ESDMJabar Ya LRT cibubur jg blm beroperasi. Harapannya pas dah beroperaso ada yg mondar mandir tiap 15menit dr jonggol ke stasiun cibubur lrt . Bisa ga @humasjabar ? Jangan jualan motor listrik aja.,tghhrtt,"Jakarta Capital Region, Indone"
311,2023-03-02 07:01:20+00:00,@Irwan2yah1 @DivHumas_Polri @ListyoSigitP @ridwankamil Ngeri @ridwankamil @PRFMnews @Polisijawabarat,rafsanjani_abi,"Bandung Wetan, Indonesia"
312,2023-03-02 07:01:16+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/UbyXdeYcpS",maryadi_iwan,
313,2023-03-02 06:59:57+00:00,@humasjabar @ridwankamil @ESDMJabar Battery nya masih mahal. Kudu dipikirin gimana klo battery nya bisa diganti sama battery ABC kering biasa atau battery Tamiya. 🤔,lndonesi4,"Jakarta Capital Region, Indone"
314,2023-03-02 06:56:57+00:00,@urangbandung80 @ridwankamil @PRFMnews @RadioElshinta @dishub_jabar Kalau bisa PNS kerja mulai jam 11 malam sammpai 8 pagi biar ga macet di bandung bapak @ridwankamil,rafsanjani_abi,"Bandung Wetan, Indonesia"
315,2023-03-02 06:56:00+00:00,@tghhrtt @humasjabar @ridwankamil @ESDMJabar Cm ada JR connextion dr Citraland Jonggol.,edwinbazz,"Bandung, Indonesia"
316,2023-03-02 06:54:42+00:00,@adamghifarif @ridwankamil @ESDMJabar And you can do your thesis on the bus,prihandokorudi,Canberra
317,2023-03-02 06:54:33+00:00,"Terkait usulan flyover Bojongsoang @ridwankamil  sudah menugaskan Bappeda Jabar untuk membahas usulan itu.Nantinya,urusan Bandung Raya seperti transportasi,tata ruang,&amp; air menurutnya ke depan dikoordinasikan oleh kepala daerah kepada BP Cekungan Bandung.
https://t.co/71llpVoRFz",januari_januri,"Cilacap Selatan, Indonesia"
318,2023-03-02 06:53:22+00:00,"@azhrag13 @humasjabar @zenibayusukma @ridwankamil @ESDMJabar Ha? Manga, Zet?",girumon16,
319,2023-03-02 06:51:41+00:00,"""Terlihat kuda hitam capres alias capres alternatif terutama dari poros KIB ialah Ridwan Kamil,""ujar Ade saat konferensi pers di Cikini,Jakarta Pusat,(28/2/2023).
Elektabilitas @ridwankamil  juga terlihat di posisi pertama untuk kategori cawapres favorit.
https://t.co/WZzJkWyMGA",januari_januri,"Cilacap Selatan, Indonesia"
320,2023-03-02 06:51:40+00:00,@humasjabar @ridwankamil @ESDMJabar lebih butuh transportasi publik min. inget “negara maju dimana si miskin dan si kaya sama2 naik kendaraan umum. bukan dimana si miskin punya kendaraan pribadi.”,alan_bond007,"Tokyo-to, Japan"
321,2023-03-02 06:46:48+00:00,"@dishub_jabar jajarannya suruh kerja pak, awasi, makan gabut aja trus @jabarprovgoid @ridwankamil @jokowi @jurnal_sukabumi perlu sesekali pusat tinjau sukabumi biar rau buruknya disini https://t.co/DOXeg5otYG",PancaSurbakti,
322,2023-03-02 06:45:24+00:00,"@retypevolta @txtdaribogor @txtdaritng @ridwankamil ya gimana lagi, ga kuat saya pak beli rumah di tangsel, sanggupnya di perbatasan tangsel :(",PrakosoGrego,"Bandung, Jawa Barat"
323,2023-03-02 06:44:34+00:00,"Pameran kerajinan terbesar se-Asia Tenggara ini masih berlangsung hingga 5 Maret 2023. Yuk, hadir dan ramaikan Inacraft 2023, barangkali bisa ketemu #mindag juga 🤭

#jawabarat #ridwankamil #jabarjuara #jabarjuaralahirbatin #Inacraft #Inacraft2023 #disperindagjabar https://t.co/wRghTBo26w",indagjabar,"West Java, Indonesia"
324,2023-03-02 06:43:29+00:00,@txtdaribandung Udah gabisa berword-word aing pak @ridwankamil,koacipermen,"Bandung, Jawa Barat"
325,2023-03-02 06:41:40+00:00,Kemenhub Terus Genjot Pendanaan Non APBN Pembangunan Infrastruktur Transportasi   https://t.co/VunHGCeZRQ @jokowi @kemenhub151 @BudiKaryaS @smindrawatii @KemenPU @PII_Persero @bpljskb_hubdat @SM_PDN @aptrindo @organda_id @YLKI_ID @Travelers @ridwankamil @ganjarpranowo,imam_rachman_,
326,2023-03-02 06:40:55+00:00,Pa @ridwankamil kumaha ieu - bacok bacokan ?,Martogog23,
327,2023-03-02 06:39:52+00:00,@moestafajunior @humasjabar @ridwankamil @ESDMJabar Suram bandung mah,bayusto,
328,2023-03-02 06:39:26+00:00,"@PrakosoGrego @txtdaribogor @txtdaritng @ridwankamil Dulu aing ributin Bandung, sekarang maneh ributin jalan di Kab. Bogor.

Tetap satu yang sama, Gubernurnya goblog.",retypevolta,
329,2023-03-02 06:37:56+00:00,"loker dari PT. Agansa untuk posisi MarCom Staff. Info lengkap cek di postingan ini ya, Balad.Yuk dicoba! Semoga berjodoh dengan loker kali ini yah! 😊

Kirim CV, Foto, lamaran dan data pendukung seperti sertifikat ke email recruitment@agansa.com
@ridwankamil  #jabarjuara  #Loker https://t.co/CXxs04H97O",DisnakertransJB,"Kota Bandung, Jawa Barat"
330,2023-03-02 06:37:15+00:00,@edwinbazz @humasjabar @ridwankamil @ESDMJabar Semoga ada shuttle dah minimal.yg tiap 15menit wara wiri,tghhrtt,"Jakarta Capital Region, Indone"
331,2023-03-02 06:34:42+00:00,Diskusi arah kebijakan dan strategi Disnakertrans Jabar dalam menangani urusan ketenagakerjaan dan ketransmigrasian utamanya dalam peningkatan partisipasi angkatan kerja dan keterampilan bagi warga transmigrasi. @ridwankamil #JabarJuara #JabarJuaralahirbatin #ridwankamil https://t.co/mDeWH1AYiX,DisnakertransJB,"Kota Bandung, Jawa Barat"
332,2023-03-02 06:33:11+00:00,@humasjabar @ridwankamil @ESDMJabar Ganti batre 8 jeti,adhip_bn_sokeh,
333,2023-03-02 06:33:04+00:00,@Outstandjing @ridwankamil Coba dibisikin juga tim ahlinya @udayusuf,kitaakita7,
334,2023-03-02 06:31:21+00:00,@dimasgeha @Midjan_La_2 @gibran_tweet Cc @ridwankamil,Y59753211,"New Songhees 1A, British Colum"
335,2023-03-02 06:30:21+00:00,"ini beneran @ridwankamil ???

cc @DinasKominfoKRW",EmShobur,
336,2023-03-02 06:30:09+00:00,@elimgo @Outstandjing @ridwankamil nitip tomat sugan aya ulekan,rubahkeIabu,"Bandung, Indonesia"
337,2023-03-02 06:29:06+00:00,"@txtdaribandung Dngn hormat Bp. @ListyoSigitP , Bp @mohmahfudmd , Bp @ridwankamil , Bp @jokowi , @DivHumas_Polri  hal seperti ini tlng mendapatkan perhatian khusus krn bukan hny dikalangan tertentu, kekerasan yg dilakuan anak di bawah umur terjadi.Apakah ini berkaitan dngn hukum yg kurang tegas?",adiwardhana888,Di hatimu...
338,2023-03-02 06:29:02+00:00,"75 years ago, we opened our doors for the first time in Bandung

We are proud of our achievements and remain committed to building connections between the UK and Indonesia

Thank you @RidwanKamil, West Java Governor for joining our CEO @McDonaldScott_ to celebrate this milestone! https://t.co/Nra33cekfC",idBritish,Indonesia
339,2023-03-02 06:28:01+00:00,Diskusi Lanjutan Pembahasan Jaminan Sosial di Jawa Barat. Tujuan dari digelarnya diskusi ini adalah untuk mendapatkan data Pekerja yang bekerja pada Perusahaan di Jawa Barat. @ridwankamil #JabarJuara #JabarJuaraLahirBatin #RidwanKamil https://t.co/OV5d1zP9FD,DisnakertransJB,"Kota Bandung, Jawa Barat"
340,2023-03-02 06:27:16+00:00,@humasjabar @zenibayusukma @ridwankamil @ESDMJabar bersih-bersih https://t.co/EK60GVTRaN,roni_erone,Indonesia
